OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47299,19,0,0,500189,,,365858.169,365858.175,Yes,2260051.1,2260051.083,Yes,889.01,889.0723,17.5,889.01,1.0,3.5,No,-871.51,14.0,No,,Yes,,,Yes,,0.07199999992735684,-0.20399999991059303,,{70573a4a-8805-4cda-a571-61fbe21efd1d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47300,19,0,0,500190,,,365858.185,365858.175,Yes,2260046.05,2260045.833,No,889.129,889.0723,17.5,889.129,1.0,3.5,No,-871.629,14.0,No,,Yes,,,Yes,,-0.12000000011175871,-2.6039999965578318,,{b2db1426-880e-4990-b810-0b905652e7c7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47301,19,0,0,500191,,,365858.165,365858.175,Yes,2260040.66,2260040.583,Yes,889.095,889.0723,17.5,889.095,1.0,3.5,No,-871.595,14.0,No,,Yes,,,Yes,,0.12000000011175871,-0.9240000005811453,,{72b31f6f-a95f-44a5-9d6d-f44c772c605c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47302,19,0,0,500192,,,365858.023,365858.175,Yes,2260031.78,2260031.666,No,888.937,889.0723,16.5,888.937,1.0,3.5,No,-872.437,13.0,No,,Yes,,,Yes,,1.8240000000223517,-1.3679999951273203,,{e8c29ef4-8313-48a0-9f4d-03b24bee575c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47303,20,0,0,500193,,,,365858.175,No,,2260669.083,No,,894.903,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27128028.996,,{b77c79aa-57af-48dd-bd1d-ab55fd4e6532},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47304,20,0,0,500194,,,,365858.175,No,,2260663.083,No,,894.903,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27127956.996,,{e617b740-c846-4721-a6b6-44eb24d95028},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47305,20,0,0,500195,,,,365858.175,No,,2260655.583,No,,894.903,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27127866.996,,{4dd62757-744b-484e-9950-688d562a8e44},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47306,20,0,0,500196,,,,365858.175,No,,2260650.333,No,,894.903,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27127803.996,,{09ef341d-34e9-4469-8df7-7cebb18edbd9},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-09 06:00:00,,2026-02-09 06:00:00,2026-02-09 06:00:00,2026-02-09 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47307,20,0,0,500197,,,,365858.175,No,,2260645.083,No,,894.903,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27127740.996,,{4fd8ca5b-8242-4bab-838b-3577663ab320},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47308,20,0,0,500198,,,,365858.175,No,,2260636.166,No,,894.903,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27127633.992000002,,{a1679206-a4bb-46f4-9b24-6c8e9163c447},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47309,20,0,0,500199,,,,365854.56,No,,2260669.083,No,,894.903,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27128028.996,,{c1a3f19e-bda5-4c38-9094-13ca5663d0b5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47310,20,0,0,500200,,,,365854.56,No,,2260663.083,No,,894.903,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27127956.996,,{dc515771-a567-4df2-b54d-d8045a1cd019},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47311,20,0,0,500201,,,,365854.56,No,,2260655.583,No,,894.903,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27127866.996,,{635eadad-4145-40f8-a80f-0a659bcf4f4a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47312,20,0,0,500202,,,,365854.56,No,,2260650.333,No,,894.903,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27127803.996,,{a6e5178d-97c3-4896-9af6-691ffcb98077},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47313,20,0,0,500203,,,,365854.56,No,,2260636.166,No,,894.903,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27127633.992000002,,{f2f9b5a3-3f04-442d-b5e7-b6c33ba4898f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47314,20,0,0,500204,,,,365854.56,No,,2260645.083,No,,894.903,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27127740.996,,{2908220e-73a8-4a2f-8db8-bf3d06f7461f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47315,21,0,0,500205,,,,365854.56,No,,2261182.166,No,,896.8643,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27134185.992000002,,{d855385c-ea41-4350-8043-2181de29103d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47316,21,0,0,500206,,,,365854.56,No,,2261191.083,No,,896.8643,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27134292.996,,{70325218-1d65-4c35-bd68-96c5083a1f03},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47317,21,0,0,500207,,,,365854.56,No,,2261196.333,No,,896.8643,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27134355.996,,{7bf38930-9bd7-4226-bc8d-740bd4d419fc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47318,21,0,0,500208,,,,365854.56,No,,2261201.583,No,,896.8643,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27134418.996,,{6cff94aa-dcda-4fde-867b-654135ed06b5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-09 06:00:00,,2026-02-09 06:00:00,2026-02-09 06:00:00,2026-02-09 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47319,21,0,0,500209,,,,365854.56,No,,2261209.083,No,,896.8643,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27134508.996,,{f28afc01-4386-4fe6-a882-33a34a808bac},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47320,21,0,0,500210,,,,365858.175,No,,2261215.083,No,,896.8643,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27134580.996,,{4c32bae0-4697-4025-8b30-5053129ab1d0},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47321,21,0,0,500211,,,,365858.175,No,,2261209.083,No,,896.8643,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27134508.996,,{4da6d3a7-9498-41f9-9083-de62190e29ad},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47322,21,0,0,500212,,,,365858.175,No,,2261201.583,No,,896.8643,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27134418.996,,{4697624a-6da9-4e31-8971-b3c5aef552c4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47323,21,0,0,500213,,,,365858.175,No,,2261196.333,No,,896.8643,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27134355.996,,{e3e886c3-ebb8-419a-a9f6-ca02690b6084},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47324,21,0,0,500214,,,,365858.175,No,,2261191.083,No,,896.8643,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27134292.996,,{7505f0b9-fb52-401f-a4f8-84ed0146f68e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47325,21,0,0,500215,,,,365858.175,No,,2261182.166,No,,896.8643,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27134185.992000002,,{0929de3f-0d1e-49cd-b887-c0c345820f01},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47326,21,0,0,500216,,,,365854.56,No,,2261215.083,No,,896.8643,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27134580.996,,{f662d2ce-c029-4e92-80c6-a347b80ea475},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47327,22,0,0,500217,,,,365854.56,No,,2261806.166,No,,887.5364,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27141673.992000002,,{c37f35aa-e472-4798-91f2-3fa7fdae22b2},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47328,22,0,0,500218,,,,365854.56,No,,2261815.083,No,,887.5364,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27141780.996,,{11f612d3-3261-4a81-9b79-1ddb8428a5d8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47329,22,0,0,500219,,,,365854.56,No,,2261820.333,No,,887.5364,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27141843.996,,{70a6f841-41fb-4c58-9861-984a927d2c5a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47330,22,0,0,500220,,,,365854.56,No,,2261825.583,No,,887.5364,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27141906.996,,{097bf861-2745-482c-94b3-af6897b1f047},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47331,22,0,0,500221,,,,365854.56,No,,2261833.083,No,,887.5364,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27141996.996,,{dcf4cfd5-6ab0-4168-858d-6233f395082b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47332,22,0,0,500222,,,,365854.56,No,,2261839.083,No,,887.5364,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27142068.996,,{c47f2913-691d-4db3-b2e8-108f9b2976ff},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47333,22,0,0,500223,,,,365858.175,No,,2261839.083,No,,887.5364,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27142068.996,,{880a8246-21bc-4033-a6d0-7ae2d1264f9a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47334,22,0,0,500224,,,,365858.175,No,,2261833.083,No,,887.5364,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27141996.996,,{7dbcb7c6-bf38-461a-8eff-27e761046286},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47335,22,0,0,500225,,,,365858.175,No,,2261825.583,No,,887.5364,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27141906.996,,{c8b83462-7496-48a9-897e-7665cc5a928c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47336,22,0,0,500226,,,,365858.175,No,,2261820.333,No,,887.5364,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27141843.996,,{26906b45-3e1f-4174-a990-a39a4d905f2f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-09 06:00:00,,2026-02-09 06:00:00,2026-02-09 06:00:00,2026-02-09 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47337,22,0,0,500227,,,,365858.175,No,,2261815.083,No,,887.5364,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390298.1,27141780.996,,{63605199-d91a-4821-96c1-bd36c63a628c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-03 06:00:00,,,2026-02-03 06:00:00,2026-02-03 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47338,22,0,0,500228,,,,365858.175,No,,2261806.166,No,,887.5364,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27141673.992000002,,{4abdeccc-9646-432f-b2c6-751219f3058e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-05 06:00:00,,,2026-02-05 06:00:00,2026-02-05 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47339,23,0,0,500229,,,,365854.56,No,,2262293.666,No,,899.0756,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27147523.992000002,,{f7cd90c6-392e-433b-a384-c1ac268fe453},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,Passed,Yes,2026-02-23 06:00:00,,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47340,23,0,0,500230,,,,365854.56,No,,2262302.583,No,,899.0756,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27147630.996,,{7960669e-d740-4173-876d-5579150af260},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47341,23,0,0,500231,,,,365854.56,No,,2262307.833,No,,899.0756,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27147693.996,,{5a2e80e7-5cc6-4e73-9268-894456be8ba1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,5.0,,,Yes,,,,No,,,Top of pile damaged,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,,Remediation,,,,,,,,,,,,,,,,,,,,1
47342,23,0,0,500232,,,,365854.56,No,,2262313.083,No,,899.0756,17.5,,1.0,3.5,,,14.0,,,Yes,,,Yes,,4390254.72,27147756.996,,{7f5d2b14-f5c5-4278-924f-14bd65f721ea},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,5.0,,,Yes,,,,No,,,Top of pile damaged ,Passed,Yes,2026-02-11 06:00:00,,2026-02-11 06:00:00,2026-02-11 06:00:00,,Remediation,,,,,,,,,,,,,,,,,,,,1
47343,23,0,0,500233,,,,365854.56,No,,2262320.583,No,,899.0756,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27147846.996,,{fee12c3d-fb96-4491-9d2b-7f24270c99c8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47344,23,0,0,500234,,,,365854.56,No,,2262326.583,No,,899.0756,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390254.72,27147918.996,,{9522c438-77e7-413c-94e8-fc5ece4dc516},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47345,23,0,0,500235,,,,365858.175,No,,2262326.583,No,,899.0756,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27147918.996,,{463d52ea-0fd2-4716-a44a-b5070ba8fb8a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,5.0,,,Yes,,,,No,,,Top of pile damaged,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,,Remediation,,,,,,,,,,,,,,,,,,,,1
47346,23,0,0,500236,,,,365858.175,No,,2262320.583,No,,899.0756,16.5,,1.0,3.5,,,13.0,,,Yes,,,Yes,,4390298.1,27147846.996,,{99e514ed-2ee3-4a0e-be5c-1b28336e3c10},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,,,,Yes,,,Field verified by Cameron,,Yes,2026-02-11 06:00:00,,,2026-02-11 06:00:00,2026-02-11 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
